Stock,Weight,Target_Value,Price_Per_Share,Price_Per_Lot,Lots,Actual_Value,Actual_Weight
ASII.JK,0.3610019089663931,10830057.268991793,4950.0,495000.0,21,10395000.0,0.3465
ANTM.JK,0.12683929537833089,3805178.8613499263,3040.0,304000.0,12,3648000.0,0.1216
KLBF.JK,0.004336706104671748,130101.18314015244,1495.0,149500.0,0,0.0,0.0
CPIN.JK,0.11246085712193746,3373825.7136581237,5025.0,502500.0,6,3015000.0,0.1005
EXCL.JK,0.3953612324286669,11860836.972860007,2580.0,258000.0,45,11610000.0,0.387
