Year,Test_Year,Num_Stocks,Portfolio_Stocks,Expected_Return,Expected_Risk,Avg_Monthly_Return,Total_Return,Volatility,Sharpe_Ratio,Num_Test_Months,Universe_Type
2018,2021,14,9,0.021066392340791013,0.020364634195437825,0.006643210488332113,0.06525414250859285,0.044598295013927695,0.14895660218081186,11,Dividend_Filtered
2019,2022,12,10,0.010870388866073577,0.019176104040550396,-0.0149543542501333,-0.1609339259667898,0.04256138298233832,-0.3513596881083236,11,Dividend_Filtered
2020,2023,4,3,0.0042301265631637455,0.012547956350058004,-0.022264977071148627,-0.23416047971181297,0.0583994829305686,-0.3812529829693793,11,Dividend_Filtered
2021,2024,6,3,0.003927339366537363,0.010507003625397238,0.14509442607056897,2.507243019745344,0.2778747987531111,0.5221575570063979,11,Dividend_Filtered
2022,2025,11,7,0.020227828751826882,0.06692863454686697,0.031239930714270683,0.3243378586954855,0.10960200980820363,0.2850306373846476,11,Dividend_Filtered
