Stock,Weight,Target_Value,Price_Per_Share,Price_Per_Lot,Lots,Actual_Value,Actual_Weight
MLBI.JK,0.1442667014507366,2885334.029014732,6300.0,630000.0,4,2520000.0,0.126
GEMS.JK,0.7953098281506329,15906196.563012658,9400.0,940000.0,16,15040000.0,0.752
NRCA.JK,0.06042347039863046,1208469.4079726092,1000.0,100000.0,12,1200000.0,0.06
