Stock,Weight,Target_Value,Price_Per_Share,Price_Per_Lot,Lots,Actual_Value,Actual_Weight
PTRO.JK,0.03879395611426163,775879.1222852326,3850.0,385000.0,2,770000.0,0.0385
GEMS.JK,0.9390100305011705,18780200.61002341,9400.0,940000.0,19,17860000.0,0.893
NRCA.JK,0.022196013384567802,443920.267691356,1000.0,100000.0,4,400000.0,0.02
