Stock,Weight,Target_Value,Price_Per_Share,Price_Per_Lot,Lots,Actual_Value,Actual_Weight
INTC,0.022629452922284417,45.25890584456884,23.489999771118164,23.489999771118164,1,23.489999771118164,0.011744999885559082
HPE,0.022225078214661857,44.45015642932371,20.760000228881836,20.760000228881836,2,41.52000045776367,0.020760000228881834
MRK,0.005977158774647219,11.954317549294439,83.9800033569336,83.9800033569336,0,0.0,0.0
AFL,0.15606719733125268,312.1343946625054,102.88999938964844,102.88999938964844,3,308.6699981689453,0.15433499908447265
COP,0.002590089224870927,5.180178449741853,95.04000091552734,95.04000091552734,0,0.0,0.0
OKE,0.07473718452920022,149.47436905840044,81.66999816894531,81.66999816894531,1,81.66999816894531,0.040834999084472655
NEE,0.0009012161941406251,1.80243238828125,72.81999969482422,72.81999969482422,0,0.0,0.0
D,0.010112999082111355,20.22599816422271,58.290000915527344,58.290000915527344,0,0.0,0.0
DUK,0.08759020463606733,175.18040927213465,119.51000213623047,119.51000213623047,1,119.51000213623047,0.05975500106811524
AEP,0.02253087100848686,45.061742016973724,108.88999938964844,108.88999938964844,0,0.0,0.0
ATO,0.07698061780050736,153.96123560101472,157.08999633789062,157.08999633789062,0,0.0,0.0
KO,0.00839319388076152,16.786387761523038,69.16000366210938,69.16000366210938,0,0.0,0.0
TGT,0.006745858113833341,13.491716227666682,107.43000030517578,107.43000030517578,0,0.0,0.0
HSY,0.031099883676652857,62.19976735330572,183.22999572753906,183.22999572753906,0,0.0,0.0
AMT,0.0548985053353982,109.79701067079641,230.17999267578125,230.17999267578125,0,0.0,0.0
O,0.059404756727199706,118.80951345439941,57.880001068115234,57.880001068115234,2,115.76000213623047,0.057880001068115236
PSA,0.03611020051400178,72.22040102800356,289.6199951171875,289.6199951171875,0,0.0,0.0
ESS,0.05395198457171471,107.90396914342942,292.5799865722656,292.5799865722656,0,0.0,0.0
APD,0.020698563247128637,41.39712649425727,297.8900146484375,297.8900146484375,0,0.0,0.0
CF,0.057212686035824176,114.42537207164835,93.70999908447266,93.70999908447266,1,93.70999908447266,0.04685499954223633
KSS,0.0005277456158694773,1.0554912317389546,12.300000190734863,12.300000190734863,0,0.0,0.0
CME,0.18861455256338483,377.22910512676964,276.4800109863281,276.4800109863281,1,276.4800109863281,0.13824000549316406
